ticket_line_id,ticket_id,fecha_hora,store_id,caja_id,cajero_id,customer_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,moneda,canal,observaciones
TL-001328,T-500639,03/01/25 01:37,S002,CAJ02,EMP077, C0027,P1042,Espejo Minimal ★,Decoración,Espejos,1,,0,0.00,78.84,EUR,POS,
TL-001329,T-500640,08/03/25 15:27,S001,CAJ02,EMP047,C0067,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,€66.63,0,0.00,66.63,EUR,POS,
TL-001330,T-500641,2025-07-18 07:02:49,S002,CAJ06,EMP046,C0025,P1004,Cama Sol 120cm,decoración,Camas,1,1214.88,0,0.00,€1214.88,EUR,POS,
TL-001331,T-500642,30/08/25 16:22,S002,CAJ04,EMP036,,P1018,Cojine Minimal ★,Decoración,Cojines,1,181.51,25,45.38,136.13 EUR,EUR,POS,
TL-001332,T-500643,15/04/25 14:59,S003,CAJ03,EMP010,C0085, P1074,Sábana Vintage Pack 4,,Sábanas,1,"108,67",0,0.00,108.67,EUR,POS,
TL-001333,T-500644,15/04/25 21:44,S002,CAJ07,EMP078,C0082,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,422.57,25,,316.93,EUR,POS,
TL-001334,T-500645,28/03/2025,S002,CAJ04,EMP013,C0094,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,"22,14",40,,13.28,EUR,POS,
TL-001335,T-500645,28/03/2025,S002,CAJ04,EMP013,C0094,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,29.38,0,€0.00,29.38,EUR,POS,
TL-001336,T-500645,28/03/2025,S002,CAJ04,EMP013,C0094,P1051,Alfombra Aurora Set 2 uds,textil hogar,Alfombras,3,25.40,0,"0,00",76.20,EUR,POS,
TL-001337,T-500646,19/01/25 15:03,S001,CAJ05,EMP078,C0095,P1079,Cuadro Boreal ★,Decoración,Cuadros,2,"159,52",0,,319.04,EUR,POS,
TL-001338,T-500646,19/01/25 15:03,S001,CAJ05,EMP078,C0095,P1003,Espejo Atlas ★,Decoración,,3,283.27,0,0.00,€849.81,EUR,POS,
TL-001339,T-500647,2025-09-13 08:55:50,S004,CAJ03,EMP066,C0093,P1028,Sábana Zen 90x200,textil hogar,Sábanas,1,71.23,0,"0,00",71.23,EUR,POS,
TL-001340,T-500647,2025-09-13 08:55:50,S004,CAJ03,EMP066,C0093,P1014,Cuadro Zen ★,Decoración,Cuadros,0,73.79,0,0.00,"0,00",EUR,POS,registro anómalo
TL-001341,T-500648,15/07/25 01:06,S005,CAJ08,EMP046,,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,352.71 EUR,40,141.08,"211,63",EUR,POS,
TL-001342,T-500648,15/07/25 01:06,S005,CAJ08,EMP046,,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,375.02,0,0.00,375.02,EUR,POS,
TL-001343,T-500648,15/07/25 01:06,S005,CAJ08,EMP046,,P1023,"Aplique Élite ""Star""",Iluminación,Apliques,1,139.69,15,20.95,€118.74,EUR,POS,
TL-001344,T-500649,30/01/25 18:49,S001,CAJ07,EMP012,C0096,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,€349.60,0,0.00,"349,60",EUR,POS,
TL-001345,T-500649,30/01/25 18:49,S001,CAJ07,EMP012,C0096,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,"52,02",0,,€52.02,EUR,POS,
TL-001346,T-500650,20/07/25 00:15,S001,CAJ07,EMP018,C0002,P1088,Espejo Élite ★,Decoración,Espejos,1,"134,11",20,26.82,"107,29",EUR,POS,
TL-001347,T-500651,17/01/25 10:47,S004,CAJ06,EMP068,,P1018,Cojine Minimal ★,,,2,187.70,30,€112.62,262.78,EUR,POS,
TL-001348,T-500651,17/01/25 10:47,S004,CAJ06,EMP068,, P1087,Jarrone Eco ★,Decoración,Jarrones,1,197.66,40,79.06,118.60,EUR,POS,
TL-001349,T-500652,28/05/25 05:25,S001,CAJ03,EMP007,,P1042,Espejo Minimal ★,Decoración,Espejos,3,€80.55,0,€0.00,241.65 EUR,EUR,POS,
TL-001350,T-500652,28/05/25 05:25,S001,CAJ03,EMP007,,P1081,"Bombilla Élite ""Star""",iluminación,Bombillas,1,395.91,0,,€395.91,EUR,POS,
TL-001351,T-500653,03/09/25 02:59,S001,CAJ08,,,P1040,Manta Boreal 140x200,,Mantas,1,27.90,0,0.00,27.90 EUR,EUR,POS,
TL-001352,T-500653,03/09/25 02:59,S001,CAJ08,,,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,€101.86,40,"40,74",€61.12,EUR,POS,
TL-001353,T-500653,03/09/25 02:59,S001,CAJ08,,,P1059,Armario Minimal 120cm,Muebles,,6,735.23,5,220.57,4190.81,EUR,POS,
TL-001354,T-500654,08/05/25 14:19,S001,CAJ08,EMP001,,P1050,Cama Brisa Compact,Muebles,Camas,2,174.45,0,0.00,348.90,EUR,POS,
TL-001355,T-500654,08/05/25 14:19,S001,CAJ08,EMP001,,P1048 ,Mesa Minimal 160cm,Muebles,Mesas,1,468.19,15,70.23,"397,96",EUR,POS,
TL-001356,500655,21/12/25 14:47,S004,CAJ02,EMP020,C0051, P1082,Vela Vintage ★,Decoración,Velas,1,"242,56",0,0.00,242.56,EUR,POS,
TL-001357,T-500656,18/05/2025,S005,CAJ02,EMP057,,P1083,"Aplique Aurora ""Star""",Iluminación,,0,421.96,10,0.00,0.00 EUR,EUR,POS,registro anómalo
TL-001358,T-500657,06/07/25 03:21,S002,CAJ06,EMP021,C0064,P1070,"Aplique Boreal ""Star""",,,2,"327,60",0,0.00,655.20,EUR,POS,
TL-001359,T-500657,06/07/25 03:21,S002,CAJ06,EMP021,C0064,P1024,Cojine Vintage ★,Decoración,,1,"201,60",0,0.00,,EUR,POS,
TL-001360,T-500658,2025-02-18 23:33:25,S004,CAJ07,EMP014,C0087,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,4,"66,26",0,0.00,265.04,EUR,POS,
TL-001361,T-500658,2025-02-18 23:33:25,S004,CAJ07,EMP014,C0087,P1087,Jarrone Eco ★,Decoración,Jarrones,3,"210,95",10,"63,28","569,57",EUR,POS,
TL-001362,T-500659,07/04/25 05:10,S001,CAJ05,EMP011,C0015,P1098,Espejo Boreal ★,Decoración,Espejos,2,€203.52,0,"0,00",407.04 EUR,EUR,POS,
TL-001363,T-500659,07/04/25 05:10,S001,CAJ05,EMP011,C0015,P1014,Cuadro Zen ★,Decoración,Cuadros,4,71.90,0,0.00,€287.60,EUR,POS,
TL-001364,T-500660,15/03/25 06:31,S004,CAJ02,EMP065,C0017,PX1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,74.16,5,3.71,70.45 EUR,EUR,POS,
TL-001365,T-500660,15/03/25 06:31,S004,CAJ02,EMP065,C0017, P1007,Figura Boreal ★,Decoración,Figuras,1,245.61 EUR,0,0.00,245.61,EUR,POS,
TL-001366,T-500661,23/07/25 21:05,S002,CAJ04,EMP007,C0062,P1099,Figura Eco ★,Decoración,Figuras,1,"169,30",0,€0.00,"169,30",EUR,POS,
TL-001367,T-500661,23/07/25 21:05,S002,CAJ04,EMP007,C0062,P3391,Producto desconocido,,,1,394.18,0,"0,00",€394.18,EUR,POS,
TL-001368,T-500661,23/07/25 21:05,S002,CAJ04,EMP007,C0062,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,25.00,0,0.00,25.00,EUR,POS,
TL-001369,T-500661,23/07/25 21:05,S002,CAJ04,EMP007,C0062,P1054,Figura Minimal ★,Decoración,Figuras,1,€110.03,0,0.00 EUR,110.03,EUR,POS,
TL-001370,T-500661,23/07/25 21:05,S002,CAJ04,EMP007,C0062,P1055,Cuadro Luna ★,Decoración,Cuadros,2,133.90,15,€40.17,227.63,EUR,POS,
TL-001371, T-500662,14/12/25 14:59,S001,CAJ05,EMP054,,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,2,109.02,5,10.90,207.14,EUR,POS,
TL-001372, T-500662,14/12/25 14:59,S001,CAJ05,EMP054,,P1064,Estantería Minimal 120cm,,,2,435.74,0,0.00,"871,48",EUR,POS,
TL-001373,T-500663,29/04/25 04:48,S005,CAJ03,EMP063,,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,"168,96",0,€0.00,,EUR,POS,
TL-001374,T-500664,30/05/25 03:35,S003,CAJ06,EMP036,GUEST,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,,0,€0.00,115.90,EUR,POS,
TL-001375,T-500665,29 de agosto de 2025 09:35,S002,CAJ08,EMP010,CL0093,P1087,Jarrone Eco ★,Decoración,Jarrones,1,188.03 EUR,0,€0.00,188.03 EUR,EUR,POS,
TL-001376,T-500666,15/02/25 14:31,S003,CAJ06,EMP058,,P1063,Armario Brisa 160cm,Muebles,Armarios,1,"419,09",0,0.00 EUR,€419.09,EUR,POS,
TL-001377,500667,27/09/25 10:42,S005,CAJ03,EMP073,C0066,P1069,Sofá Zen 120cm,Muebles,Sofás,2,€521.17,0,"0,00",€1042.34,EUR,POS,
TL-001378,T-500668,02/01/25 09:33,S004,CAJ07,EMP035,,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,3,"174,33",0,0.00,"522,99",EUR,POS,
TL-001379,T-500669,08/03/25 10:51,S005,CAJ04,EMP035,,P9902,Producto desconocido,,,1,"105,15",20,21.03 EUR,"84,12",EUR,POS,
TL-001380,T-500670,28/08/24 13:05,S002,CAJ01,EMP032,,p1070,"Aplique Boreal ""Star""",Iluminación,,1,"283,52",0,0.00 EUR,283.52,EUR,POS,
TL-001381,T-500671,23/01/25 05:44,S005,CAJ03,EMP079,,P1066,Jarrón Brisa 💠,Iluminación,Lámparas pie,2,85.90,0,0.00,"171,80",EUR,POS,
TL-001382,T-500671,23/01/25 05:44,S005,CAJ03,EMP079,,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,4,57.65,0,"0,00",230.60,EUR,POS,
TL-001383,T-500671,23/01/25 05:44,S005,CAJ03,EMP079,,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,"115,03",20,23.01,"92,02",EUR,POS,
TL-001384,T-500672,10/04/25 22:37,S001,CAJ02,EMP049,,P1023,"Aplique Élite ""Star""",Iluminación,Apliques,3,"136,10",0,"0,00",408.30,EUR,POS,
TL-001385,T-500673,18/06/25 12:16,S005,CAJ07,EMP030,C0024,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,"137,60",0,0.00,137.60,EUR,POS,
TL-001386,T-500673,18/06/25 12:16,S005,CAJ07,EMP030,C0024,P1099,Figura Eco ★,Decoración,Figuras,2,176.99,0,€0.00,€353.98,EUR,POS,
TL-001387,T-500674,24/09/25 22:43,S002,CAJ01,EMP023,C0083 ,P8078,Producto desconocido,,,2,60.62,0,"0,00",121.24,EUR,POS,
TL-001388,T-500674,24/09/25 22:43,S002,CAJ01,EMP023,C0083 ,P1067,"Lámparas pie Boreal ""Star""",Iluminación,,1,"355,10",0,€0.00,355.10,EUR,POS,
TL-001389,T-500675,24/10/25 11:49,S001,CAJ07,EMP015,,P1085,Sofá Boreal Compact,Muebles,,2,"1194,11",0,0.00,"2388,22",EUR,POS,
TL-001390,T-500675,24/10/25 11:49,S001,CAJ07,EMP015,,P1092,Armario Sol Compact,,Armarios,1,525.71,15,,446.85,EUR,POS,
TL-001391,T-500675,24/10/25 11:49,S001,CAJ07,EMP015,,P1053,"Aplique Nórdico ""Star""",Iluminación,,1,"242,79",30,72.84,169.95,EUR,POS,
TL-001392,T-500675,24/10/25 11:49,S001,CAJ07,EMP015,,P1090,Armario Sol XL,Muebles,Armarios,2,1160.93,0,"0,00","2321,86",EUR,POS,
TL-001393,T-500675,24/10/25 11:49,S001,CAJ07,EMP015,, P1000,Sofá Aurora 160cm,Muebles,Sofás,1,227.09,0,"0,00",227.09,EUR,POS,
TL-001394,T-500676,14/11/25 18:41,S05,CAJ01,EMP014,C0073,PX1077,"Aplique Atlas ""Star""",Iluminación,Apliques,2,216.10,0,0.00,"432,20",EUR,POS,
TL-001395,T-500677,17/02/25 19:08,S004,CAJ01,EMP035,C0054,P1052,Cama Vintage 3 plazas,Muebles,Camas,2,656.94,,"0,00",€1313.88,EUR,POS,
TL-001396,T-500677,17/02/25 19:08,S004,CAJ01,EMP035,C0054,P1039,Cuadro Nórdico ★,Decoración,Cuadros,1,€250.51,0,"0,00",250.51,EUR,POS,
TL-001397,500678,2025-09-23 19:13:59,S004,CAJ06,EMP029,C0022,P1083,"Aplique Aurora ""Star""",Iluminación,,2,"387,12",0,0.00 EUR,774.24,EUR,POS,
TL-001398,500678,2025-09-23 19:13:59,S004,CAJ06,EMP029,C0022,p1012,Sábana Sol 140x200,textil hogar,Sábanas,1,7.29,5,0.36,6.93,EUR,POS,
TL-001399,500678,2025-09-23 19:13:59,S004,CAJ06,EMP029,C0022,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,1,190.49,0,"0,00","190,49",EUR,POS,
TL-001400,500678,2025-09-23 19:13:59,S004,CAJ06,EMP029,C0022,P1085,Sofá Boreal Compact,Muebles,Sofás,1,1037.41,0,0.00,1037.41,EUR,POS,
TL-001401,T-500679,23/08/25 18:24,S003,CAJ06,EMP011,C0055,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,,0,0.00,"71,51",EUR,POS,
TL-001402,T-500679,23/08/25 18:24,S003,CAJ06,EMP011,C0055,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,492.01,0,0.00,"492,01",EUR,POS,
TL-001403,T-500679,23/08/25 18:24,S003,CAJ06,EMP011,C0055,P1079,Cuadro Boreal ★,Decoración,Cuadros,1,"154,03",25,38.51,115.52,EUR,POS,
TL-001404,T-500680,2025-12-29 07:05:20,S003,CAJ02,EMP064,,P1011,Vela Eco ★,,Velas,1,88.93,25,22.23,,EUR,POS,
TL-001405,T-500680,2025-12-29 07:05:20,S003,CAJ02,EMP064,,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,"173,65",0,€0.00,173.65,EUR,POS,
TL-001406,T-500680,2025-12-29 07:05:20,S003,CAJ02,EMP064,,P1087 ,Jarrone Eco ★,decoración,Jarrones,1,,0,0.00,"173,49",EUR,POS,
TL-001407,T-500681,13/02/25 22:45,S002,CAJ07,EMP062,C0017,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,2,€46.26,10,€9.25,€83.27,EUR,POS,
TL-001408,T-500682,11/09/25 23:17,S004,CAJ07,EMP043,C0064, P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,30.58,0,0.00,28.58,EUR,POS,
TL-001409,T-500683,20/03/25 22:42,S005,CAJ04,EMP031,,P1080,Espejo Boreal ★,Decoración,Espejos,1,206.51,20,"41,30",165.21,EUR,POS,
TL-001410,T-500683,20/03/25 22:42,S005,CAJ04,EMP031,,P1081,"Bombilla Élite ""Star""",Iluminación,,1,€382.53,0,"0,00",382.53,EUR,POS,
TL-001411, T-500684,03/08/25 04:21,S003,CAJ03,EMP019,,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,2,70.17,0,0.00,140.34,EUR,POS,
TL-001412, T-500684,03/08/25 04:21,S003,CAJ03,EMP019,,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,2,"163,85",0,0.00,327.70,EUR,POS,
TL-001413, T-500684,03/08/25 04:21,S003,CAJ03,EMP019,,SKU-1019,Vela Aurora ★,Decoración,Velas,1,,0,"0,00","48,72",EUR,POS,
TL-001414, T-500684,03/08/25 04:21,S003,CAJ03,EMP019,,P8197,Producto desconocido,,,1,78.09,0,0.00,,EUR,POS,
TL-001415,T-500685,30/09/25 09:32,S002,CAJ01,EMP055,,P1030,Sofá Vintage XL,Muebles,Sofás,1,947.18 EUR,40,378.87,€568.31,EUR,POS,
TL-001416,T-500685,30/09/25 09:32,S002,CAJ01,EMP055,,P1050,Cama Brisa Compact,Muebles,Camas,6,"197,94",0,€0.00,"1189,64",EUR,POS,
TL-001417,T-500686,12/03/25 20:19,S002,CJ02,EMP054,,P1050,Cama Brisa Compact,Muebles,Camas,1,"208,76",0,€0.00,208.76,EUR,POS,
TL-001418,T-500686,12/03/25 20:19,S002,CJ02,EMP054,, P1009,Cortina Vintage Pack 4,,Cortinas,1,20.31,20,€4.06,€14.25,EUR,POS,
TL-001419,T-500687,07/09/25 12:06,S004,CAJ01,EMP020,C0055,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,214.65 EUR,0,€0.00,"214,65",EUR,POS,
TL-001420,T-500688,16 de abril de 2025 13:37,S003,CAJ05,EMP055,c0028,P1031,Cama Nórdico 3 plazas,Muebles,Camas,2,1038.58 EUR,0,"0,00","2077,16",EUR,POS,
TL-001421,T-500688,16 de abril de 2025 13:37,S003,CAJ05,EMP055,c0028,P1088,Espejo Élite ★,decoración,Espejos,1,€156.53,15,23.48,,EUR,POS,
TL-001422,T-500688,16 de abril de 2025 13:37,S003,CAJ05,EMP055,c0028,P1007,Figura Boreal ★,Decoración,Figuras,2,"239,07",,€0.00,478.14,EUR,POS,
TL-001423,T-500689,11/09/25 11:36,S005,CAJ02,EMP060,,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,,15,€3.43,"19,42",EUR,POS,
TL-001424,T-500690,20/04/25 14:21,S001,CAJ06,EMP043✓,C0040,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,22.82,0,€0.00,22.82,EUR,POS,
TL-001425,T-500691,3 de mayo de 2025 04:06,S002,CAJ01,EMP062,,P1055,Cuadro Luna ★,Decoración,Cuadros,1,127.13,0,0.00,127.13 EUR,EUR,POS,
TL-001426,T-500691,3 de mayo de 2025 04:06,S002,CAJ01,EMP062,,P1083,"Aplique Aurora ""Star""",Iluminación,,5,425.03,0,€0.00,€2125.15,EUR,POS,
TL-001427,T-500692,2025-12-15 04:05:23,S003,CAJ06,EMP013,C0076,P1005,Cuadro Luna ★,Decoración,Cuadros,1,176.58,15,26.49,150.09,EUR,POS,
TL-001428,T-500692,2025-12-15 04:05:23,S003,CAJ06,EMP013,C0076,PX1082,Vela Vintage ★,Decoración,Velas,1,"227,91",0,0.00,227.91,EUR,POS,
TL-001429,T-500693,06/02/25 05:32,S001,CAJ03,EMP011,,P1033,Cojine Sol ★,Decoración,Cojines,1,255.58,0,0.00,255.58,EUR,POS,
TL-001430,T-500694,20/05/25 22:23,S005,CAJ06,EMP017,,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,2,142.94,0,0.00,"285,88",EUR,POS,
TL-001431,T-500695,06/01/25 19:16,S005,CAJ03,EMP064,,P1014,Cuadro Zen ★,Decoración,Cuadros,2,"73,07",0,0.00,146.14,EUR,POS,
TL-001432,T-500695,06/01/25 19:16,S005,CAJ03,EMP064,,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,5,26.48,0,,"132,40",EUR,POS,
TL-001433,T-500696 ,12/08/25 21:28,S001,CAJ03,EMP021,, P1043,Cama Sol 3 plazas,Muebles,,2,€944.47,25,472.24,"1416,70",EUR,POS,
TL-001434,T-500697,09/08/25 20:58,S003,CAJ08,EMP018,CL0080, P1079,Cuadro Boreal ★,Decoración,Cuadros,5,165.49,0,0.00,827.45,EUR,POS,
TL-001435,T-500697,09/08/25 20:58,S003,CAJ08,EMP018,CL0080,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,€30.48,0,"0,00",30.48,EUR,POS,
TL-001436,T-500698,13/04/25 01:43,S005,CAJ06,EMP053,,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,735.78,15,110.37,€625.41,EUR,POS,
TL-001437,T-500699,28/11/25 14:15,,CAJ02,EMP021,C0060,P1035,Manta Brisa Set 2 uds,textil hogar,,2,234.48,0,0.00,"468,96",EUR,POS,
TL-001438,T-500699,28/11/25 14:15,,CAJ02,EMP021,C0060,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,2,114.46,0,"0,00",228.92,EUR,POS,
TL-001439,T-500700,19/03/25 11:12,S001,CAJ02,EMP051,,P1084,Espejo Eco ★,Decoración,Espejos,1,€44.07,0,"0,00",44.07,EUR,POS,
TL-001440,T-500700,19/03/25 11:12,S001,CAJ02,EMP051,,P1011,Vela Eco ★,Decoración,Velas,1,€89.99,0,€0.00,89.99 EUR,EUR,POS,
TL-001441,T-500701,24/03/25 21:41,S001,CAJ01,EMP061,C0047,P1080,Espejo Boreal ★,Decoración,Espejos,1,203.17 EUR,,€0.00,€203.17,EUR,POS,
TL-001442,T-500702,27/01/2025,S002,CAJ07,EMP023,C0054,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,2,229.15,0,0.00,458.30,EUR,POS,
TL-001443,T-500703,16/05/25 15:29,S001,CAJ07,EMP039,,P1074,Sábana Vintage Pack 4,Textil hogar,,1,€100.75,0,"0,00","100,75",EUR,POS,
TL-001444,T-500704,08/10/25 16:16,S005,CAJ01,EMP077,,P1093,Sofá Atlas XL,Muebles,Sofás,1,441.98 EUR,0,"0,00",441.98,EUR,POS,
TL-001445,T-500705,14/02/25 02:53,S03,CAJ08,EMP064,,p1004,Cama Sol 120cm,decoración,Camas,1,1031.15,40,,€618.69,EUR,POS,
TL-001446,T-500705,14/02/25 02:53,S03,CAJ08,EMP064,,P1026 ,Cuadro Vintage ★,Decoración,Cuadros,2,81.46,,0.00,,EUR,POS,
TL-001447,T-500705,14/02/25 02:53,S03,CAJ08,EMP064,,P1029,Figura Luna ★,Decoración,Figuras,1,49.72,40,19.89,29.83,EUR,POS,
TL-001448,T-500705,14/02/25 02:53,S03,CAJ08,EMP064,,P1075,Cuadro Luna ★,Decoración,Cuadros,1,34.76,0,"0,00","34,76",EUR,POS,
TL-001449,T-500705,14/02/25 02:53,S03,CAJ08,EMP064,,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,,0,"0,00",394.80 EUR,EUR,POS,
TL-001450,T-500706,01/08/25 01:53,S002,CAJ02,EMP025,C0025,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,235.60,0,0.00,,EUR,POS,
TL-001451,500707,10/09/25 00:17,S03,CAJ05,EMP016,,P1055,Cuadro Luna ★,Decoración,,2,"125,39",10,25.08,225.70,EUR,POS,
TL-001452,500707,10/09/25 00:17,S03,CAJ05,EMP016,,P1087,Jarrone Eco ★,Decoración,Jarrones,2,"177,60",10,"35,52",319.68,EUR,POS,
TL-001453,500707,10/09/25 00:17,S03,CAJ05,EMP016,,P1080,Espejo Boreal ★,Decoración,Espejos,1,214.02,25,€53.50,"160,52",EUR,POS,
TL-001454,T-500708,20/08/25 00:47,S003,CAJ03,EMP048,, P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,3,"25,38",0,0.00,76.14,EUR,POS,
TL-001455,T-500709,07/01/25 09:06,S005,CAJ02,EMP014,,P1090,Armario Sol XL,Muebles,Armarios,1,1211.84,0,0.00,1211.84,EUR,POS,
TL-001456,T-500709,07/01/25 09:06,S005,CAJ02,EMP014,,P1082,Vela Vintage ★,Decoración,Velas,1,244.15,5,"12,21",€231.94,EUR,POS,
TL-001457,T500710,29/10/25 17:02,S004,CAJ01,EMP054,C0016,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,28.35,10,2.84,"25,51",EUR,POS,
TL-001458,T500710,29/10/25 17:02,S004,CAJ01,EMP054,C0016,P1074,Sábana Vintage Pack 4,textil hogar,Sábanas,1,,0,"-0,00","-108,70",EUR,POS,posible devolución mal registrada
TL-001459,T500710,29/10/25 17:02,S004,CAJ01,EMP054,C0016,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,189.60,0,0.00,189.60,EUR,POS,
TL-001460,T-500711,08/12/2025,,CAJ06,EMP065,, P1073,Espejo Minimal ★,Decoración,Espejos,2,106.26,0,0.00,"212,52",EUR,POS,
TL-001461,T-500711,08/12/2025,,CAJ06,EMP065,,P1041,Vela Luna ★,Decoración,Velas,1,123.75 EUR,0,€0.00,123.75,EUR,POS,
TL-001462,500712,21/07/25 13:05,S004,CAJ01,EMP048,,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,€46.85,30,14.06,"32,79",EUR,POS,
TL-001463,500712,21/07/25 13:05,S004,CAJ01,EMP048,,P1095,  Espejo Élite 80cm  ,Iluminación,Lámparas pie,1,31.03,0,0.00,31.03 EUR,EUR,POS,
TL-001464,T-500713,31/12/25 19:45,S004,CAJ07,EMP074,,P1064,Estantería Minimal 120cm,Muebles,Estanterías,4,"454,48",0,0.00,1817.92,EUR,POS,
TL-001465,T-500713,31/12/25 19:45,S004,CAJ07,EMP074,, P1026,Cuadro Vintage ★,Decoración,Cuadros,1,87.42,10,"8,74",78.68,EUR,POS,
TL-001466,T-500714,2025-11-24 09:36:57,S001,CAJ03,EMP074, C0042,P1088,Espejo Élite ★,Decoración,Espejos,3,159.10,20,"95,46",381.84,EUR,POS,
TL-001467,T-500715,2025-02-20 16:47:44,S005,CAJ02,EMP004,C0084,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,€194.46,30,"58,34",€136.12,EUR,POS,
TL-001468,T-500715,2025-02-20 16:47:44,S005,CAJ02,EMP004,C0084,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,"509,66",0,0.00,€509.66,EUR,POS,
TL-001469,T-500715,2025-02-20 16:47:44,S005,CAJ02,EMP004,C0084,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,24.44,0,€0.00,24.44 EUR,EUR,POS,
TL-001470,T-500715,2025-02-20 16:47:44,S005,CAJ02,EMP004,C0084,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,24.24,0,"0,00","24,24",EUR,POS,
TL-001471,T-500716,30 de diciembre de 2025 02:36,S002,CAJ07,EMP007,,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,3,€420.37,0,"0,00","1261,11",EUR,POS,
TL-001472,T-500716,30 de diciembre de 2025 02:36,S002,CAJ07,EMP007,,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,185.17,0,€0.00,"185,17",EUR,POS,
TL-001473,T-500716,30 de diciembre de 2025 02:36,S002,CAJ07,EMP007,, P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,307.32,0,0.00,307.32,EUR,POS,
TL-001474,T-500717,11/07/25 22:41,S001,CAJ05,EMP024,C0003,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,-1,208.71,0,€-0.00,"-208,71",EUR,POS,registro anómalo
TL-001475,T-500717,11/07/25 22:41,S001,CAJ05,EMP024,C0003,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,208.55,0,"0,00","208,55",EUR,POS,
TL-001476,T-500717,11/07/25 22:41,S001,CAJ05,EMP024,C0003,P1039,Cuadro Nórdico ★,Decoración,Cuadros,2,"251,70",0,0.00,503.40,EUR,POS,
TL-001477,T-500717,11/07/25 22:41,S001,CAJ05,EMP024,C0003,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,69.14,0,0.00,€69.14,EUR,POS,
TL-001478,T-500718,11/03/25 19:55,S002,CAJ07,EMP058,,P1042,Espejo Minimal ★,Decoración,Espejos,1,75.43,0,,€75.43,EUR,POS,
TL-001479,T-500719,03/03/25 12:17,S003,CAJ08,EMP077,,P1039,Cuadro Nórdico ★,Decoración,Cuadros,1,€254.89,0,"0,00","252,89",EUR,POS,
TL-001480,T-500719,03/03/25 12:17,S003,CAJ08,EMP077,,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,2,€127.25,0,"0,00","254,50",EUR,POS,
